GeneSymbol,MedianRank,N_Datasets,Up_Count,Down_Count,Direction,AllRanks
CABS1,-0.15386591041114672,3,1,2,Down,"-0.15,-0.38,0.08"
LOC100910723 /// TSR2,-0.15402729924948266,2,1,1,Down,"-2.81,2.50"
ART2B,-0.15408612782447853,2,1,1,Down,"-0.76,0.45"
CES1E,-0.15415587636724132,2,1,1,Down,"-0.60,0.30"
NUP85,-0.15418708716956117,4,1,3,Down,"0.48,-6.35,-0.20,-0.11"
HAVCR1,-0.1541988481946474,2,1,1,Down,"0.16,-0.47"
HSPA4,-0.15428963380670996,4,1,3,Down,"-0.27,0.73,-4.27,-0.04"
LOC286960,-0.1545896205152707,2,1,1,Down,"-0.49,0.18"
TGM4,-0.15464853773713044,4,1,3,Down,"-0.33,-0.23,-0.08,0.42"
AGBL1,-0.1547640535024833,2,0,2,Down,"-0.23,-0.08"
LOC246267,-0.15496570183049826,2,0,2,Down,"-0.26,-0.05"
PPP2R3A,-0.15523922986282668,4,2,2,Down,"0.55,1.00,-1.50,-0.86"
LOC100911669,-0.15551921322542647,2,0,2,Down,"-0.03,-0.28"
USP12,-0.15556496023558042,4,2,2,Down,"-0.48,0.17,-1.08,1.78"
DNAAF3,-0.15567663561359624,3,1,2,Down,"-0.16,-0.77,0.19"
LOC259245 /// MUP5,-0.1557826837287305,2,0,2,Down,"-0.22,-0.09"
TAT,-0.15607152543204977,3,0,3,Down,"-0.15,-0.16,-0.58"
PTPN13,-0.15622828227757213,4,1,3,Down,"-0.47,-0.30,3.47,-0.01"
LOC100362606,-0.15632839815750488,2,0,2,Down,"-0.16,-0.15"
ARL9,-0.1563946275033214,3,1,2,Down,"-0.16,-1.16,0.32"
MATN4,-0.1566201274172933,2,1,1,Down,"-1.15,0.84"
GJB5,-0.15702435216702007,3,1,2,Down,"1.06,-0.16,-0.46"
ISOC1,-0.15705636387576463,4,2,2,Down,"-0.82,-0.72,0.55,0.41"
GALNT10,-0.15749470477334865,4,1,3,Down,"-0.19,-0.70,0.04,-0.13"
MCCC2,-0.1575488379564208,4,1,3,Down,"-0.17,-1.18,1.88,-0.14"
MED19,-0.15758645255430084,4,1,3,Down,"-0.01,-3.00,-0.30,2.11"
PNLIPRP1,-0.15784233526663025,3,1,2,Down,"-0.16,-0.72,1.26"
GRAMD1A,-0.15787730677620496,2,1,1,Down,"-0.78,0.46"
LOC100363253,-0.15802240266947454,2,1,1,Down,"2.48,-2.79"
LOC102551360,-0.15815941243382597,2,0,2,Down,"-0.18,-0.14"
MRAP,-0.15832742232700286,4,1,3,Down,"-0.17,1.27,-0.43,-0.15"
NTF4,-0.15845178657467052,3,0,3,Down,"-0.16,-0.42,-0.11"
N6AMT2,-0.15868110292585935,3,1,2,Down,"-3.40,1.79,-0.16"
GPR83,-0.15894920093982903,4,2,2,Down,"-0.76,0.45,-5.07,2.06"
GMEB2,-0.15916033435208804,4,2,2,Down,"3.65,-0.83,-1.78,0.52"
PHLDA2,-0.15918209275010997,3,1,2,Down,"0.86,-1.60,-0.16"
RANBP6,-0.15919208757769365,4,1,3,Down,"1.09,-0.06,-2.09,-0.26"
GPR22,-0.15940253977306304,2,0,2,Down,"-0.30,-0.02"
SOS2,-0.15969570518419215,4,1,3,Down,"-0.20,1.34,-0.94,-0.12"
SLC18A2,-0.1597356277272888,4,2,2,Down,"1.58,0.20,-0.77,-0.52"
FERMT1,-0.15977231874805004,2,0,2,Down,"-0.20,-0.12"
TERT,-0.15983098839135482,4,1,3,Down,"0.07,-0.22,-0.61,-0.10"
ANO10,-0.160082988538633,4,1,3,Down,"-0.21,2.33,-0.11,-0.51"
MEA1,-0.1600891854826555,4,2,2,Down,"-3.87,-1.80,2.85,1.48"
KIF14,-0.16031910165915533,3,1,2,Down,"-0.40,2.69,-0.16"
CCR6,-0.16067117992658314,3,1,2,Down,"-2.20,1.46,-0.16"
APOA2,-0.1607357790062734,3,0,3,Down,"-0.10,-1.36,-0.16"
CCR4,-0.1607805254850219,3,0,3,Down,"-1.64,-0.16,-0.15"
SIPA1L3,-0.1612415034177162,4,1,3,Down,"-0.27,0.31,-2.23,-0.05"
LOC102555491,-0.16137162432908775,2,1,1,Down,"-1.00,0.68"
ZBTB41,-0.16157130876325057,2,1,1,Down,"0.42,-0.75"
CUTA,-0.1617606732550211,4,2,2,Down,"-0.67,-10.96,0.35,0.84"
FIGN,-0.162110792383321,2,0,2,Down,"-0.03,-0.29"
MAF1,-0.16218350531312842,4,1,3,Down,"-1.01,-0.29,-0.03,0.10"
SMIM1,-0.1622743850095091,3,1,2,Down,"-0.16,1.39,-0.41"
VEGP1,-0.16238488542340823,2,1,1,Down,"-0.42,0.09"
STAC2,-0.16249126245159884,4,2,2,Down,"-0.56,0.24,-1.23,1.33"
DRGX,-0.1627549641326986,3,1,2,Down,"0.04,-1.96,-0.16"
HPD,-0.162824805956291,3,1,2,Down,"2.05,-0.16,-0.64"
PPAT,-0.16288440829935996,4,2,2,Down,"-0.36,-3.31,0.04,0.42"
PASK,-0.16299005728862964,4,2,2,Down,"0.69,-6.46,0.41,-0.73"
SLC12A3,-0.16303475328892933,4,1,3,Down,"2.86,-0.30,-0.03,-0.78"
KAZALD1,-0.16306833146223837,4,2,2,Down,"-1.34,0.04,6.74,-0.36"
PSMD7,-0.16309044131193037,4,2,2,Down,"0.05,-0.37,-4.27,3.08"
LOC680885,-0.16326801086582898,2,0,2,Down,"-0.09,-0.24"
ZFP1,-0.16356484256819614,2,0,2,Down,"-0.02,-0.31"
SULT1E1,-0.16370329265322775,3,0,3,Down,"-0.93,-0.07,-0.16"
LOC100912248,-0.1641584740309906,2,0,2,Down,"-0.24,-0.09"
ARVCF,-0.1646423819717459,4,2,2,Down,"-2.54,0.02,0.06,-0.35"
LOC102556148 /// LOC102556908,-0.16471126171299766,2,1,1,Down,"0.50,-0.83"
FCGBP /// FCGBPL1,-0.16481332509758742,2,1,1,Down,"-0.58,0.25"
ANKRD26,-0.1648419818851757,3,1,2,Down,"0.16,-0.71,-0.16"
MIEN1,-0.16489834539727521,2,1,1,Down,"-1.41,1.08"
MTX2,-0.16503777146523246,4,2,2,Down,"-0.54,-1.91,0.28,0.21"
SCGB1C1,-0.16506849733533574,3,1,2,Down,"0.27,-0.34,-0.17"
PDAP1,-0.1652442682362324,4,1,3,Down,"-0.31,-0.02,-3.13,1.95"
UQCR10,-0.1652513156208305,4,2,2,Down,"-3.20,-1.80,1.66,1.47"
MIEF2,-0.1654987563512264,4,1,3,Down,"-0.14,-0.19,0.83,-0.22"
GTPBP1,-0.1659883935350293,4,2,2,Down,"-0.56,0.23,-0.71,0.32"
SERPINB6B,-0.16611353203390442,3,1,2,Down,"-0.78,1.01,-0.17"
NUP37,-0.166146230037147,4,2,2,Down,"-0.88,-3.46,3.93,0.54"
CREB1,-0.16640895266985123,4,2,2,Down,"-0.99,2.23,0.38,-0.72"
NIPAL2,-0.16646126284230053,4,2,2,Down,"2.97,-0.33,0.00,-0.97"
CPNE1,-0.16655683170982405,2,1,1,Down,"1.36,-1.69"
HOXA5 /// LOC100909641 /// LOC100911546,-0.16669953938207263,2,0,2,Down,"-0.03,-0.31"
ZDHHC21,-0.1670176129002875,2,1,1,Down,"0.14,-0.48"
CYP2C11 /// LOC100911826,-0.1670795964947458,2,1,1,Down,"-0.38,0.04"
ZC3H10,-0.16713889011392075,4,1,3,Down,"-0.24,0.03,-0.10,-0.56"
IMPA1,-0.16740636785899832,4,2,2,Down,"-1.16,0.51,2.03,-0.84"
HEXIM1,-0.16767124709173908,4,2,2,Down,"-1.50,0.72,0.21,-0.54"
CHTOP,-0.16788094353888888,2,1,1,Down,"0.01,-0.35"
GALT,-0.16792145917479254,4,1,3,Down,"-0.33,-2.10,-0.01,0.10"
CEP97,-0.16792575089332254,4,2,2,Down,"0.09,0.34,-2.26,-0.42"
ZFP275,-0.16799155328387247,3,0,3,Down,"-0.04,-0.17,-2.17"
RPS19BP1,-0.16800312158428543,2,1,1,Down,"0.18,-0.52"
DHRS1,-0.16805341984587197,4,1,3,Down,"-0.34,-0.03,1.82,-0.31"
EVPL,-0.16849606681743512,4,2,2,Down,"-0.35,-0.82,0.54,0.01"
ALLC,-0.1687590693092197,2,1,1,Down,"-0.61,0.27"
PGK1,-0.16879801219791057,4,2,2,Down,"-1.45,3.49,-4.37,1.11"
RGD1310951,-0.1689334917143681,2,1,1,Down,"1.91,-2.25"
LOC100910115 /// WBP11,-0.16954095230462243,2,1,1,Down,"-0.63,0.29"
POMC,-0.16966262313573346,4,2,2,Down,"0.87,-0.59,-1.20,0.25"
KANK3,-0.170139110484867,4,2,2,Down,"0.09,-0.65,0.98,-0.43"
CERKL,-0.17026479979801817,4,2,2,Down,"-0.44,-5.40,0.10,0.41"
TMEM184B,-0.17042250919613894,4,1,3,Down,"-0.10,0.27,-3.18,-0.24"
LOC102552909,-0.17071468445111931,2,0,2,Down,"-0.15,-0.19"
CDR2,-0.1707233412277973,4,2,2,Down,"7.67,-9.84,-2.42,2.08"
CCDC87,-0.1707294703235833,2,1,1,Down,"-0.63,0.29"
LOC102555688,-0.17073880629743554,2,1,1,Down,"-1.14,0.80"
USE1,-0.1708883268812365,4,2,2,Down,"-0.57,-3.55,3.14,0.23"
RPF1,-0.17094329660830393,2,0,2,Down,"-0.04,-0.30"
TMEM110,-0.17096543683940127,3,1,2,Down,"-0.31,0.81,-0.17"
RABIF,-0.17113590607153703,2,1,1,Down,"-0.83,0.49"
SH3BGRL3,-0.1712567188255229,4,2,2,Down,"-0.76,-1.01,5.45,0.42"
GOPC,-0.17131256547840532,4,2,2,Down,"-0.61,0.27,-4.57,2.12"
CSAD,-0.1714056999056002,4,1,3,Down,"-0.33,-0.01,0.07,-0.43"
AGPAT5,-0.17146275593038213,4,1,3,Down,"-0.17,-2.26,-0.17,2.01"
CSRP3,-0.17148776580379252,3,1,2,Down,"-0.17,-0.23,1.53"
GPIHBP1,-0.17162680742653433,3,1,2,Down,"1.94,-2.54,-0.17"
LOC100909538,-0.17169123596216412,2,0,2,Down,"-0.09,-0.25"
SERPINE2,-0.17175086321221034,4,2,2,Down,"-0.39,0.04,2.21,-2.91"
BRD8,-0.17212338814431244,4,2,2,Down,"0.61,3.63,-1.35,-0.95"
HSBP1,-0.17215958444695673,4,2,2,Down,"-3.42,0.59,-0.94,1.89"
HOXC5,-0.1723682791484175,3,1,2,Down,"0.37,-1.90,-0.17"
NOP56,-0.17245152378761924,4,2,2,Down,"0.69,-4.50,-1.03,3.85"
UGCG,-0.17280443474221857,4,1,3,Down,"-0.12,-0.23,-1.68,0.97"
BRAT1,-0.17292504394887143,4,1,3,Down,"-0.19,-0.16,0.28,-1.18"
SUGP1,-0.17295887548775252,4,1,3,Down,"0.68,-0.08,-2.19,-0.27"
METRN,-0.17300647197709973,4,2,2,Down,"-0.74,-2.38,0.81,0.40"
RCC2,-0.17332658502814846,4,2,2,Down,"0.70,-4.10,-1.05,2.89"
GREM1,-0.17356719250474084,4,1,3,Down,"0.23,-0.20,-5.73,-0.14"
MROH7,-0.17366329868751318,4,1,3,Down,"-0.34,-0.78,0.16,-0.01"
HRK,-0.1737686970977416,4,1,3,Down,"-7.99,1.27,-0.28,-0.07"
DBX2,-0.173792830906367,2,0,2,Down,"-0.16,-0.19"
CCDC37,-0.1738490996870449,3,1,2,Down,"-0.17,0.04,-1.32"
ALG12,-0.17389371270760168,4,1,3,Down,"-0.31,-0.54,-0.04,1.47"
C2CD4B,-0.1742648672786589,4,1,3,Down,"-0.22,-0.13,-0.80,0.88"
STARD5,-0.17465092912454666,4,2,2,Down,"0.83,-5.12,4.29,-1.18"
HSD17B7,-0.17465466667553897,3,1,2,Down,"-0.17,-7.29,3.00"
EVA1A,-0.1747725868296779,4,2,2,Down,"-1.66,0.17,1.76,-0.52"
FBXL6,-0.17552731885294667,4,2,2,Down,"-0.39,-2.44,4.71,0.04"
MAOB,-0.17557153671611497,4,2,2,Down,"-1.08,0.73,3.98,-3.38"
RIPPLY2,-0.17576689410776503,2,1,1,Down,"0.12,-0.48"
MAP3K7,-0.17587002597427864,2,1,1,Down,"0.68,-1.03"
CNGA3,-0.1759809591394606,3,1,2,Down,"0.34,-1.47,-0.18"
RDH13,-0.17601005379784818,4,2,2,Down,"0.83,-2.97,-0.40,0.05"
NKX3-1,-0.17611250914128224,4,1,3,Down,"-0.06,0.11,-3.21,-0.30"
ATF5,-0.17613856246102072,4,2,2,Down,"0.58,-1.16,-0.93,1.92"
LOC102556273,-0.1761811825965156,2,1,1,Down,"-0.53,0.17"
GNPNAT1,-0.176293528913825,4,2,2,Down,"0.22,-0.82,-0.57,2.42"
ANKRA2 /// LOC100910438,-0.17632285782427978,2,0,2,Down,"-0.07,-0.29"
LMLN,-0.1766017649160202,2,0,2,Down,"-0.17,-0.18"
SLC25A32,-0.1766877028668904,4,2,2,Down,"-0.48,0.13,-2.23,1.82"
ZP2,-0.17674315959658143,4,2,2,Down,"3.06,0.07,-0.51,-0.42"
CALML3,-0.17682997668729755,3,1,2,Down,"1.51,-0.99,-0.18"
PCSK4,-0.17730964482802225,4,2,2,Down,"2.28,-1.50,-2.22,1.15"
SYNPO2L,-0.17750640336226023,5,1,4,Down,"0.14,-0.18,-0.15,-1.29,-1.26"
CSPP1,-0.177922277775928,4,2,2,Down,"0.56,-3.63,-0.91,2.22"
PRL2B1,-0.17793823620112642,2,0,2,Down,"-0.31,-0.05"
NF1,-0.17826670393409358,4,2,2,Down,"-2.73,0.47,-0.82,0.87"
LIAS,-0.17828611785542406,4,2,2,Down,"1.06,0.30,-0.66,-1.05"
TCP11L1,-0.17865845214453746,4,1,3,Down,"-0.08,-0.28,-1.31,0.31"
IAH1,-0.17874945086830904,4,2,2,Down,"0.21,-3.42,7.17,-0.57"
GEMIN6,-0.1789344762000297,4,2,2,Down,"0.19,-0.68,-0.55,1.29"
ZFP654,-0.17917736351203423,3,1,2,Down,"0.29,-2.51,-0.18"
COMMD1,-0.17952816908898675,4,2,2,Down,"-0.72,-2.89,2.26,0.36"
LOC102554844,-0.17960466358242064,2,1,1,Down,"-0.71,0.35"
SLC13A4,-0.17971026958308245,4,2,2,Down,"-1.89,1.02,1.27,-1.38"
RHBDD3,-0.1798346720961982,4,2,2,Down,"-0.51,0.15,0.31,-1.84"
PIGH,-0.1798737111493275,4,2,2,Down,"1.06,-1.42,3.39,-2.09"
ERCC1,-0.1799530881380978,4,2,2,Down,"0.52,-0.88,-3.75,3.07"
BCL2L14,-0.18001204574005716,3,1,2,Down,"-0.85,4.21,-0.18"
CYP1A1,-0.18011361724265493,3,1,2,Down,"0.11,-0.18,-0.75"
RGD1559459,-0.18024263385802403,2,0,2,Down,"-0.19,-0.17"
SLC17A4,-0.18025111819206444,3,1,2,Down,"0.01,-0.18,-1.11"
KRT15,-0.1803136501330435,4,1,3,Down,"-0.05,-0.49,-0.31,0.34"
FADS6,-0.18032903153555468,2,1,1,Down,"-0.80,0.44"
LOC102555465,-0.18033661106748478,2,1,1,Down,"0.32,-0.68"
LOC100911462,-0.18049274289675288,2,1,1,Down,"-3.60,3.24"
AP3S1,-0.1812357401637992,4,2,2,Down,"-0.72,0.36,-2.39,1.72"
CCL28,-0.18125892776052588,3,0,3,Down,"-0.32,-0.11,-0.18"
PYCRL,-0.1813913765465349,3,1,2,Down,"-0.18,0.83,-1.65"
MRPS11,-0.1815639461816089,4,2,2,Down,"-0.40,-3.03,0.91,0.03"
PPP1R7,-0.18159379825110414,4,1,3,Down,"-0.11,0.16,-4.92,-0.26"
DVL3,-0.18188835062069936,4,1,3,Down,"-0.16,1.22,-0.20,-0.29"
TXNRD2,-0.1824383992942582,4,2,2,Down,"-0.61,0.14,0.46,-0.50"
TIMM10,-0.18261922974934436,4,2,2,Down,"-0.46,0.09,-3.49,2.45"
LOC100911784 /// LOC100911833 /// MUG1,-0.18289770252108528,2,0,2,Down,"-0.29,-0.08"
DHX29,-0.18336613951785202,2,1,1,Down,"-0.42,0.05"
ZFYVE9,-0.18348084189632324,4,1,3,Down,"-0.17,-0.20,-5.93,1.47"
GPR3,-0.18371009526121013,2,1,1,Down,"-1.18,0.81"
REV1,-0.1838272405965248,4,2,2,Down,"0.82,-1.73,0.49,-0.86"
SH3GL1,-0.18402351414086734,4,1,3,Down,"-0.12,1.11,-2.62,-0.25"
DNASE1L3,-0.18402962849170773,3,1,2,Down,"-8.59,-0.18,0.18"
TSHZ2,-0.18403735206666394,4,2,2,Down,"-0.50,-3.10,0.13,3.08"
RGD1562284,-0.1840466946004012,2,1,1,Down,"-0.47,0.10"
STARD8,-0.18425727511632967,4,1,3,Down,"-0.03,2.44,-0.34,-3.43"
RNF145,-0.18437895453909278,3,1,2,Down,"1.96,-0.18,-0.72"
ACTR1A,-0.18454445329668578,4,2,2,Down,"-0.50,0.81,-1.22,0.13"
ZAN,-0.18495425217812345,4,0,3,Down,"-0.00,-0.51,-0.31,-0.06"
ISOC2B,-0.1851622672460264,3,1,2,Down,"-1.13,4.09,-0.19"
N5,-0.18537829098352931,2,1,1,Down,"-1.03,0.66"
PLEKHD1,-0.1866368555228849,3,1,2,Down,"0.41,-0.19,-1.30"
NPC1,-0.18689022899420965,2,0,2,Down,"-0.10,-0.27"
KCTD7,-0.18689232796666944,2,1,1,Down,"-0.63,0.26"
LOC102551731,-0.1871384571613739,2,1,1,Down,"-1.97,1.60"
GRIK4,-0.18724996112501946,4,1,3,Down,"-0.10,-0.27,-2.49,2.25"
TRNT1,-0.1872776077982326,2,1,1,Down,"0.56,-0.93"
CRABP1,-0.18757490396405574,4,1,3,Down,"-0.02,-0.35,-2.17,4.91"
SMTN,-0.18758223596091583,4,2,2,Down,"0.39,2.09,-2.01,-0.76"
DLGAP4,-0.18787188477197012,4,2,2,Down,"-0.47,2.02,-4.46,0.09"
RNF10,-0.18790174565517542,4,2,2,Down,"-0.40,1.59,-2.12,0.03"
PCBP2,-0.18826284805504376,4,2,2,Down,"0.30,-0.67,-6.24,2.64"
SLC7A6OS,-0.1882932076597713,4,2,2,Down,"1.81,-2.18,-3.70,2.20"
WDR61,-0.18829729719229948,3,1,2,Down,"-0.19,-1.01,1.71"
UFL1,-0.1883214975352209,4,1,3,Down,"-0.06,-0.31,1.55,-1.65"
MRPS17,-0.18877850559010845,4,2,2,Down,"-1.46,-7.40,4.14,1.08"
LOC100909748 /// MAST4,-0.18902157299166256,2,1,1,Down,"-0.92,0.54"
RNF39,-0.18951670983887003,4,2,2,Down,"0.06,-0.44,-1.94,1.42"
PTPRO,-0.18952022471888202,4,2,2,Down,"-0.51,2.28,0.13,-0.76"
TMEM238,-0.18961266704950164,3,1,2,Down,"-0.19,-1.00,1.52"
RANBP10,-0.18970363043069333,4,2,2,Down,"0.30,0.30,-1.53,-0.68"
TPST2,-0.18992866825527568,4,1,3,Down,"-0.09,-1.72,1.17,-0.29"
DDO,-0.19006425873534444,2,0,2,Down,"-0.24,-0.14"
ZKSCAN2,-0.19009357318452774,2,1,1,Down,"0.54,-0.92"
CAGE1,-0.1901360171416491,4,1,3,Down,"-0.25,0.13,-0.85,-0.13"
IGHA /// LOC366772,-0.19031763408356522,2,1,1,Down,"-0.76,0.38"
PAPLN,-0.19036846527332732,2,1,1,Down,"0.37,-0.75"
ANKRD55,-0.19057484430478672,4,1,3,Down,"0.35,-0.22,-0.16,-2.20"
PADI3,-0.19070035551083736,3,0,3,Down,"-0.19,-0.19,-0.22"
CHKA,-0.19074548603587654,4,2,2,Down,"2.75,0.49,-2.47,-0.87"
BMP15,-0.19075656755639867,4,0,4,Down,"-0.14,-0.24,-0.72,-0.13"
HSD3B1,-0.19148367253132492,4,1,3,Down,"-0.29,-0.09,-0.97,0.84"
ARSA,-0.19169549927928387,4,2,2,Down,"-2.13,5.57,1.41,-1.80"
DEFB22,-0.1918274205556702,2,0,2,Down,"-0.03,-0.35"
LOC681066,-0.1919377153304268,2,0,2,Down,"-0.25,-0.13"
SLC19A2,-0.1922478839362222,4,2,2,Down,"6.35,0.05,-2.09,-0.43"
OCM2,-0.19261853683161803,3,0,3,Down,"-0.19,-2.24,-0.05"
STX2,-0.19289674244869204,4,2,2,Down,"2.34,-9.67,0.03,-0.42"
ADAMTS19,-0.19292533004419585,4,2,2,Down,"0.05,0.34,-0.43,-3.12"
SLC17A3,-0.192939060983012,3,1,2,Down,"-0.40,-0.19,0.33"
SETDB2,-0.19296058812410166,4,1,3,Down,"-0.23,-0.97,1.10,-0.16"
ERCC3,-0.19330751275283664,4,2,2,Down,"0.06,-4.03,0.55,-0.44"
MGARP,-0.19376662827280355,3,1,2,Down,"1.35,-1.55,-0.19"
CHRNA7,-0.19384089459649456,4,1,3,Down,"-0.31,0.32,-1.42,-0.07"
NRARP,-0.1942628067343893,4,1,3,Down,"-0.12,-0.27,-5.13,1.23"
TECTB,-0.1942668985148856,2,1,1,Down,"-0.47,0.08"
MSH2,-0.19448399329431637,4,2,2,Down,"-0.57,0.18,2.73,-1.76"
MLPH,-0.19452762198581766,4,1,3,Down,"-7.81,-0.16,0.70,-0.23"
LRIF1,-0.19472777704300495,4,2,2,Down,"0.36,1.23,-1.41,-0.75"
TIGD5,-0.1950903691063795,4,2,2,Down,"0.13,-3.81,-0.52,0.16"
SH3BGR,-0.19523321246532696,4,1,3,Down,"-0.07,0.33,-2.37,-0.32"
RTP1,-0.19551839321380082,2,1,1,Down,"-0.49,0.09"
PELI3,-0.19571457970312997,4,2,2,Down,"0.17,0.40,-0.70,-0.56"
GBA3,-0.1957750418011304,3,1,2,Down,"-0.62,-0.20,0.25"
AFAP1,-0.19589388565469093,4,2,2,Down,"0.98,-0.55,-1.04,0.16"
CCDC155,-0.19624088852209656,3,1,2,Down,"-0.20,-0.52,0.02"
CUL7,-0.19636359592400252,2,1,1,Down,"-0.89,0.49"
RAB22A,-0.1964710591314881,4,2,2,Down,"-0.50,0.10,-4.54,1.10"
PDZK1,-0.19649535445868274,3,0,3,Down,"-0.20,-0.45,-0.09"
EIF5A,-0.196974496695527,4,2,2,Down,"-0.91,-0.70,0.31,4.32"
GINS2,-0.19699793719274802,2,1,1,Down,"0.12,-0.51"
MAS1,-0.19723263127871923,4,1,3,Down,"0.02,-0.11,-2.67,-0.28"
ENGASE,-0.19745294425132914,4,2,2,Down,"0.38,-2.06,3.98,-0.77"
GHDC,-0.19760070073128588,4,1,3,Down,"-0.19,-0.20,0.32,-0.50"
ABCA8A,-0.19775670188691802,3,1,2,Down,"-1.32,1.20,-0.20"
CIDEB,-0.19848763373649997,4,1,3,Down,"-1.40,0.02,-0.24,-0.15"
RGD1359634,-0.19868988200654703,2,1,1,Down,"-2.92,2.52"
ARHGAP4,-0.1987742631785287,4,1,3,Down,"-0.13,-1.90,5.31,-0.27"
C1QTNF6,-0.19878224870641556,4,1,3,Down,"-0.04,-4.36,3.10,-0.35"
PRSS22,-0.19883360201318845,4,2,2,Down,"-0.41,0.23,-4.20,0.01"
CDR2L,-0.19902267831425172,2,1,1,Down,"0.02,-0.42"
SGPP2,-0.19932744943923505,2,1,1,Down,"0.17,-0.57"
ST18,-0.1994036786289935,4,2,2,Down,"0.77,-0.44,-1.51,0.04"
MANEA,-0.19960381788202072,4,1,3,Down,"-0.12,-3.73,3.50,-0.28"
MGC94335,-0.20008173362419146,2,0,2,Down,"-0.20,-0.20"
TMEM47,-0.20038140414402486,4,2,2,Down,"0.38,-0.78,-2.02,1.07"
TEX19.2,-0.20125913364394388,2,1,1,Down,"-0.97,0.57"
MSMB,-0.20125936004895853,3,1,2,Down,"0.26,-0.20,-0.21"
BEST2,-0.2013644343082597,3,1,2,Down,"0.59,-0.27,-0.20"
SMG1,-0.20138850826321764,2,1,1,Down,"2.40,-2.81"
SLC29A4,-0.20165631268676204,2,0,2,Down,"-0.09,-0.32"
IK /// WDR55,-0.20183061932177232,2,1,1,Down,"0.21,-0.62"
CHSY3,-0.20233387779616582,2,0,2,Down,"-0.28,-0.12"
KLRC1,-0.2023773319992291,3,0,3,Down,"-0.07,-0.26,-0.20"
MTMR12,-0.20239772261142774,4,1,3,Down,"0.87,-0.13,-0.27,-3.62"
LOC102549553,-0.2024681369721088,2,0,2,Down,"-0.32,-0.09"
TBATA,-0.20249017910900308,4,1,3,Down,"-0.36,-0.05,0.30,-1.41"
ATP2C2,-0.2025192442580914,4,2,2,Down,"0.16,3.64,-1.73,-0.56"
GFI1B,-0.20260740891698018,3,1,2,Down,"0.03,-0.20,-0.26"
CNGA1,-0.20271786787488458,3,0,3,Down,"-0.20,-0.07,-0.76"
IMPA2,-0.20283142045348998,4,2,2,Down,"-0.77,0.37,2.68,-2.75"
THSD4,-0.202842381340321,4,1,3,Down,"-0.63,-0.32,0.84,-0.08"
LOC680728,-0.20285359052248086,2,1,1,Down,"0.19,-0.60"
POLR3C,-0.2029873346813564,4,2,2,Down,"0.43,-0.58,0.18,-2.14"
PCK2,-0.20337799749940583,4,2,2,Down,"0.22,-0.62,2.13,-1.77"
NKX6-1,-0.2035291077772199,3,1,2,Down,"1.50,-0.20,-0.30"
TRNAU1AP,-0.20397332304466426,4,2,2,Down,"0.30,-0.76,-0.70,2.79"
SLC16A14,-0.204107081258814,2,1,1,Down,"-0.52,0.11"
ADAMTSL5,-0.20432043718266993,4,1,3,Down,"-0.11,-1.97,1.56,-0.30"
TMEM106B,-0.20434102635095042,4,2,2,Down,"-0.53,0.13,1.39,-2.61"
COX7A1,-0.2043493238766309,2,0,2,Down,"-0.20,-0.21"
CD4,-0.2044614726766459,4,0,4,Down,"-0.20,-0.06,-0.35,-0.21"
LOC102553131,-0.20472225000318653,2,0,2,Down,"-0.32,-0.09"
ASAP2,-0.20473419825351907,4,2,2,Down,"-0.55,2.97,-2.47,0.14"
ARL5A,-0.20519501214181138,4,2,2,Down,"0.09,-1.78,-0.50,1.25"
PYGM,-0.20526284285632493,4,1,3,Down,"-0.12,0.12,-3.84,-0.29"
ABCB1A /// ABCB1B,-0.2055769459811274,2,1,1,Down,"1.34,-1.75"
RPS10,-0.2058751262655507,2,1,1,Down,"0.08,-0.49"
PRL6A1,-0.2058812536424391,2,0,2,Down,"-0.20,-0.21"
JDP2,-0.20601541860002237,4,1,3,Down,"-0.15,3.41,-2.97,-0.26"
RNF169,-0.206139007329872,3,1,2,Down,"-0.21,3.04,-3.07"
PNLDC1,-0.20688959231458398,4,1,3,Down,"2.09,-0.05,-0.78,-0.37"
CAR12,-0.20690135102467147,3,1,2,Down,"-0.21,-1.32,0.01"
SPINK4,-0.20692567186849237,3,1,2,Down,"-0.21,-0.77,0.94"
ERLEC1,-0.20709073014279772,4,2,2,Down,"-0.49,0.08,0.86,-3.77"
TSHZ1,-0.20720263963649654,4,2,2,Down,"0.00,-1.03,-0.42,1.16"
TCTEX1D2,-0.20735788505747946,3,1,2,Down,"-0.21,0.60,-0.74"
FUT2,-0.20738219219156878,4,2,2,Down,"0.49,0.10,-1.14,-0.51"
GSKIP,-0.20812549024295238,4,2,2,Down,"-0.82,1.32,-0.55,0.13"
RGD1566320,-0.20818605403478274,2,1,1,Down,"-2.35,1.94"
PPFIA2,-0.20821288821218642,4,1,3,Down,"-0.33,-0.09,-3.54,1.99"
NEK8,-0.20821713815536974,2,1,1,Down,"0.88,-1.30"
NDUFA5,-0.20830676673786977,4,2,2,Down,"-0.67,0.25,-3.67,1.16"
SLC25A35,-0.20835117997865976,4,1,3,Down,"-0.31,-0.11,1.42,-0.33"
TBC1D4,-0.20865819171361782,4,2,2,Down,"-0.97,-5.17,3.20,0.55"
ZXDB,-0.20889151959381602,4,2,2,Down,"0.14,-0.56,0.38,-1.07"
CSTF2T,-0.2092175331146188,4,2,2,Down,"0.29,0.02,-1.56,-0.44"
